DRUG_NAME,POTENCY,NET_WEIGHT,DATE_COLLECTED,PURCHASE_PRICE
HEROIN HYDROCHLORIDE,0,0.96,6/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,0
HEROIN HYDROCHLORIDE,0,1,6/1/2001,0
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,7.4,138.4,6/1/2001,
HEROIN HYDROCHLORIDE,0,0.96,6/1/2001,
"HEROIN, SALT UNDETERMINED",5,252.1,6/1/2001,4000
HEROIN HYDROCHLORIDE,0,2.7,6/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
HEROIN HYDROCHLORIDE,0,0.96,6/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,10,224.1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,21,256.1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,15,438.3,6/1/2001,
HEROIN HYDROCHLORIDE,0,0.93,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,12,42,6/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,6/1/2001,
HEROIN HYDROCHLORIDE,0,1.2,6/1/2001,
METHAMPHETAMINE SIGNATURE,0,3,6/1/2001,
HEROIN HYDROCHLORIDE,0,1.3,6/1/2001,
HEROIN HYDROCHLORIDE,85,565,6/1/2001,
HEROIN HYDROCHLORIDE,91,1207,6/1/2001,
HEROIN HYDROCHLORIDE,78,504.2,6/1/2001,
HEROIN HYDROCHLORIDE,60,1054,6/1/2001,
HEROIN HYDROCHLORIDE,88,2398,6/1/2001,
HEROIN HYDROCHLORIDE,53,964.6,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,87,2797,6/1/2001,
"HEROIN, SALT UNDETERMINED",45,173.4,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,54,143.4,6/1/2001,6000
HEROIN HYDROCHLORIDE,95,603,6/1/2001,
HEROIN HYDROCHLORIDE,81,877,6/1/2001,
"HEROIN, SALT UNDETERMINED",7.8,72.9,6/1/2001,2300
HEROIN HYDROCHLORIDE,86,49.6,6/1/2001,
HEROIN HYDROCHLORIDE,63,96.9,6/1/2001,
HEROIN HYDROCHLORIDE,90,794,6/1/2001,
HEROIN HYDROCHLORIDE,87,710.6,6/1/2001,
HEROIN HYDROCHLORIDE,75,462.4,6/1/2001,
HEROIN HYDROCHLORIDE,28,706,6/1/2001,
HEROIN HYDROCHLORIDE,68,4.7,6/1/2001,0
HEROIN HYDROCHLORIDE,91,362.6,6/1/2001,
HEROIN HYDROCHLORIDE,94,435.8,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,29,898.8,6/1/2001,
HEROIN HYDROCHLORIDE,76,761.5,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,69,1397,6/1/2001,
HEROIN HYDROCHLORIDE,84,715.1,6/1/2001,
HEROIN HYDROCHLORIDE,80,124.4,6/1/2001,9000
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,88,6220,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,11,27.7,6/1/2001,900
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,12,25.4,6/1/2001,900
HEROIN HYDROCHLORIDE,91,881.7,6/1/2001,
HEROIN HYDROCHLORIDE,16,125.3,6/1/2001,2500
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,11,3084,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,58,3445,6/1/2001,
HEROIN HYDROCHLORIDE,50,238.7,6/1/2001,
HEROIN HYDROCHLORIDE,80,847.6,6/1/2001,
HEROIN HYDROCHLORIDE,77,805.5,6/1/2001,
HEROIN HYDROCHLORIDE,88,783.2,6/1/2001,
HEROIN HYDROCHLORIDE,94,634.4,6/1/2001,
HEROIN HYDROCHLORIDE,75,389.6,6/1/2001,
HEROIN HYDROCHLORIDE,66,264.6,6/1/2001,
HEROIN HYDROCHLORIDE,97,539.4,6/1/2001,
HEROIN HYDROCHLORIDE,0,1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,75,2654,6/1/2001,
METHAMPHETAMINE SIGNATURE,0,2.6,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,14,5930,6/1/2001,
HEROIN HYDROCHLORIDE,84,1033,6/1/2001,
HEROIN HYDROCHLORIDE,93,695,6/1/2001,
HEROIN HYDROCHLORIDE,98,381.4,6/1/2001,
HEROIN HYDROCHLORIDE,88,987.8,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,27,274.6,6/1/2001,8000
HEROIN HYDROCHLORIDE,80,446.2,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,5.3,4138,6/1/2001,
HEROIN HYDROCHLORIDE,83,880.7,6/1/2001,
HEROIN HYDROCHLORIDE,66,1905,6/1/2001,
"HEROIN, SALT UNDETERMINED",43,130.1,6/1/2001,
HEROIN HYDROCHLORIDE,58,1005,6/1/2001,
"HEROIN, SALT UNDETERMINED",14,22670,6/1/2001,
HEROIN HYDROCHLORIDE,62,3090,6/1/2001,
HEROIN HYDROCHLORIDE,71,390.1,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,85,5037,6/1/2001,
HEROIN HYDROCHLORIDE,49,393.6,6/1/2001,
HEROIN HYDROCHLORIDE,73,350.7,6/1/2001,28000
HEROIN HYDROCHLORIDE,93,741.2,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,36,1778,6/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,5.5,4639,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,98,14.8,7/1/2001,2300
HEROIN HYDROCHLORIDE,95,87.8,7/1/2001,
HEROIN HYDROCHLORIDE,77,2105,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,21,14.9,7/1/2001,
HEROIN HYDROCHLORIDE,75,99.3,7/1/2001,
HEROIN HYDROCHLORIDE,62,48,7/1/2001,4000
HEROIN HYDROCHLORIDE,85,427.3,7/1/2001,12000
HEROIN HYDROCHLORIDE,71,2217,7/1/2001,
HEROIN HYDROCHLORIDE,89,1926,7/1/2001,
HEROIN HYDROCHLORIDE,77,2192,7/1/2001,
HEROIN HYDROCHLORIDE,75,685.7,7/1/2001,
HEROIN HYDROCHLORIDE,87,462.3,7/1/2001,
HEROIN HYDROCHLORIDE,91,462.2,7/1/2001,
HEROIN HYDROCHLORIDE,76,1140,7/1/2001,
HEROIN HYDROCHLORIDE,71,564.3,7/1/2001,
HEROIN HYDROCHLORIDE,84,467.4,7/1/2001,
HEROIN HYDROCHLORIDE,88,999.3,7/1/2001,
HEROIN HYDROCHLORIDE,91,2969,7/1/2001,
HEROIN HYDROCHLORIDE,25,5383,7/1/2001,
HEROIN HYDROCHLORIDE,86,91.1,7/1/2001,
HEROIN HYDROCHLORIDE,78,3481,7/1/2001,
HEROIN HYDROCHLORIDE,93,581.4,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,0
HEROIN HYDROCHLORIDE,0,2.4,7/1/2001,
HEROIN HYDROCHLORIDE,75,546.6,7/1/2001,
HEROIN HYDROCHLORIDE,81,580.7,7/1/2001,
HEROIN HYDROCHLORIDE,73,26.9,7/1/2001,1900
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,46,2760,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,19,8875,7/1/2001,
HEROIN HYDROCHLORIDE,12,582,7/1/2001,
HEROIN HYDROCHLORIDE,88,472.7,7/1/2001,
HEROIN HYDROCHLORIDE,76,110.6,7/1/2001,7200
HEROIN HYDROCHLORIDE,88,468.2,7/1/2001,
HEROIN HYDROCHLORIDE,97,389.7,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,99,14.4,7/1/2001,1600
"HEROIN, SALT UNDETERMINED",11,148.9,7/1/2001,4500
HEROIN HYDROCHLORIDE,37,2628,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,0,4244,7/1/2001,
HEROIN HYDROCHLORIDE,92,994.1,7/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",26,1104,7/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",3.3,1354,7/1/2001,
"DEXTROMETHAMPHETAMINE, SALT UNDETERMINED",12,1611,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,95,1477,7/1/2001,
"DEXTROMETHAMPHETAMINE, SALT UNDETERMINED",4.7,1610,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,15,1016,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,14,1265,7/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",11,1617,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.94,7/1/2001,
HEROIN,35,420.5,7/1/2001,
HEROIN HYDROCHLORIDE,14,764.2,7/1/2001,
HEROIN HYDROCHLORIDE,76,27.1,7/1/2001,2000
HEROIN HYDROCHLORIDE,81,1773,7/1/2001,
HEROIN HYDROCHLORIDE,17,37.3,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,45,6.9,7/1/2001,560
HEROIN HYDROCHLORIDE,86,584.1,7/1/2001,
HEROIN HYDROCHLORIDE,8.6,150.3,7/1/2001,
HEROIN HYDROCHLORIDE,95,138,7/1/2001,1000
HEROIN HYDROCHLORIDE,75,684,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,19,157.6,7/1/2001,
HEROIN HYDROCHLORIDE,57,497.3,7/1/2001,
HEROIN HYDROCHLORIDE,70,28.7,7/1/2001,3800
AMPHETAMINE HYDROCHLORIDE,33,21750,7/1/2001,
HEROIN HYDROCHLORIDE,78,525.1,7/1/2001,
HEROIN HYDROCHLORIDE,15,5004,7/1/2001,
"HEROIN, SALT UNDETERMINED",57,51.1,7/1/2001,
HEROIN HYDROCHLORIDE,72,187.7,7/1/2001,
HEROIN HYDROCHLORIDE,7.7,7206,7/1/2001,
HEROIN HYDROCHLORIDE,79,3081,7/1/2001,
HEROIN HYDROCHLORIDE,80,513.3,7/1/2001,
HEROIN HYDROCHLORIDE,89,703.8,7/1/2001,
HEROIN HYDROCHLORIDE,95,525.9,7/1/2001,
HEROIN HYDROCHLORIDE,72,769.9,7/1/2001,
HEROIN HYDROCHLORIDE,97,348.5,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,22,7,7/1/2001,0
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,10,75.2,7/1/2001,
HEROIN HYDROCHLORIDE,98,920.9,7/1/2001,
HEROIN HYDROCHLORIDE,90,137,7/1/2001,
HEROIN HYDROCHLORIDE,26,4800,7/1/2001,
HEROIN HYDROCHLORIDE,83,1022,7/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",7.1,1133,7/1/2001,
HEROIN HYDROCHLORIDE,91,4697,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.97,7/1/2001,0
HEROIN HYDROCHLORIDE,85,861.1,7/1/2001,
HEROIN HYDROCHLORIDE,56,24.9,7/1/2001,900
HEROIN HYDROCHLORIDE,92,2927,7/1/2001,
HEROIN HYDROCHLORIDE,89,196.7,7/1/2001,
"3,4-METHYLENEDIOXYMETHAMPHETAMINE (MDMA) HYDROCHLORIDE",87,976.5,7/1/2001,
HEROIN HYDROCHLORIDE,0,3,7/1/2001,0
HEROIN HYDROCHLORIDE,0,2.7,7/1/2001,
HEROIN HYDROCHLORIDE,0,2.7,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,7/1/2001,
HEROIN HYDROCHLORIDE,24,3.8,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.94,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.95,7/1/2001,0
HEROIN HYDROCHLORIDE,0,0.96,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.87,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",44,1126,7/1/2001,
HEROIN,0,0.9,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.98,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.85,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.2,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.91,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.98,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.92,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.9,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,0
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,0
HEROIN HYDROCHLORIDE,0,1,7/1/2001,0
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,7/1/2001,0
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.97,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,0
HEROIN HYDROCHLORIDE,84,600.5,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,0
HEROIN,23.9,1.43,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.07,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
METHAMPHETAMINE SIGNATURE,0,3.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,4.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.97,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.95,7/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
HEROIN HYDROCHLORIDE,0,5,7/1/2001,
METHAMPHETAMINE SIGNATURE,0,3,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,23,26.6,7/1/2001,1300
HEROIN HYDROCHLORIDE,0,2.5,7/1/2001,
HEROIN HYDROCHLORIDE,0,1,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,62,1838,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,73,1020,7/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,36,55.1,7/1/2001,1600
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,37,14,7/1/2001,400
METHAMPHETAMINE SIGNATURE,0,3,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.43,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.41,7/1/2001,80
HEROIN HYDROCHLORIDE,0,0.2,7/1/2001,200
HEROIN HYDROCHLORIDE,0,0.26,7/1/2001,200
HEROIN HYDROCHLORIDE,0,0.46,7/1/2001,40
COCAINE HYDROCHLORIDE,0,0.068,7/1/2001,20
COCAINE HYDROCHLORIDE,0,0.11,7/1/2001,20
HEROIN HYDROCHLORIDE,0,1.3,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.69,7/1/2001,100
HEROIN HYDROCHLORIDE,0,1,7/1/2001,100
HEROIN HYDROCHLORIDE,0,1,7/1/2001,110
HEROIN HYDROCHLORIDE,0,0.07,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.64,7/1/2001,50
HEROIN HYDROCHLORIDE,0,0.58,7/1/2001,40
MANNITOL,0,0.25,7/1/2001,100
"COCAINE, SALT UNDETERMINED",0,0.24,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.83,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.43,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.31,7/1/2001,150
HEROIN HYDROCHLORIDE,0,0.54,7/1/2001,150
HEROIN HYDROCHLORIDE,0,0.51,7/1/2001,150
HEROIN HYDROCHLORIDE,0,0.65,7/1/2001,180
HEROIN HYDROCHLORIDE,0,0.36,7/1/2001,100
SODIUM CARBONATE,0,1.1,7/1/2001,120
HEROIN HYDROCHLORIDE,0,0.49,7/1/2001,40
HEROIN HYDROCHLORIDE,0,0.56,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.31,7/1/2001,40
HEROIN HYDROCHLORIDE,0,1.2,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.94,7/1/2001,100
HEROIN HYDROCHLORIDE,0,1,7/1/2001,200
HEROIN HYDROCHLORIDE,0,0.72,7/1/2001,200
6-MONOACETYLMORPHINE,0,0.68,7/1/2001,200
HEROIN HYDROCHLORIDE,0,0.22,7/1/2001,200
HEROIN HYDROCHLORIDE,0,14.2,7/1/2001,
HEROIN HYDROCHLORIDE,0,0.61,7/1/2001,100
HEROIN HYDROCHLORIDE,0,0.36,7/1/2001,20
HEROIN HYDROCHLORIDE,0,0.5,7/1/2001,20
HEROIN HYDROCHLORIDE,0,0.12,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.18,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.1,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.19,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1,8/1/2001,200
HEROIN HYDROCHLORIDE,0,0.8,8/1/2001,100
QUININE HYDROCHLORIDE,0,0.41,8/1/2001,50
6-MONOACETYLMORPHINE HYDROCHLORIDE,0,1.8,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.77,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.58,8/1/2001,30
HEROIN HYDROCHLORIDE,0,0.96,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.34,8/1/2001,45
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,150
HEROIN HYDROCHLORIDE,0,0.89,8/1/2001,150
HEROIN HYDROCHLORIDE,0,0.51,8/1/2001,80
HEROIN HYDROCHLORIDE,0,0.92,8/1/2001,90
COCAINE HYDROCHLORIDE,0,1.3,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1.6,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.33,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.6,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1.2,8/1/2001,120
HEROIN HYDROCHLORIDE,0,0.08,8/1/2001,40
HEROIN HYDROCHLORIDE,0,0.14,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.56,8/1/2001,50
HEROIN HYDROCHLORIDE,0,0.83,8/1/2001,50
HEROIN HYDROCHLORIDE,0,0.12,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.12,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.28,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.31,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.25,8/1/2001,60
HEROIN HYDROCHLORIDE,0,2.7,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.78,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.96,8/1/2001,0
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.91,8/1/2001,0
HEROIN HYDROCHLORIDE,0,1,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.91,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.55,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.83,8/1/2001,85
HEROIN HYDROCHLORIDE,0,0.62,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.66,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.64,8/1/2001,80
COCAINE HYDROCHLORIDE,0,0.125,8/1/2001,30
COCAINE HYDROCHLORIDE,0,4.5,8/1/2001,100
COCAINE HYDROCHLORIDE,0,0.16,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.19,8/1/2001,
HEROIN HYDROCHLORIDE,0,8.4,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,30,2715,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,32,55.4,8/1/2001,1800
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,28,27.6,8/1/2001,900
HEROIN HYDROCHLORIDE,30,16.6,8/1/2001,
HEROIN HYDROCHLORIDE,0,1,8/1/2001,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2001,
HEROIN HYDROCHLORIDE,0,1,8/1/2001,
HEROIN HYDROCHLORIDE,75,24.5,8/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,
HEROIN HYDROCHLORIDE,45,2235,8/1/2001,
METHAMPHETAMINE SIGNATURE,0,2.9,8/1/2001,
METHAMPHETAMINE SIGNATURE,0,3,8/1/2001,
,0,3.2,8/1/2001,
,0,3,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.2,8/1/2001,20
HEROIN HYDROCHLORIDE,0,0.43,8/1/2001,40
HEROIN HYDROCHLORIDE,0,0.19,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.49,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.75,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.45,8/1/2001,91
HEROIN HYDROCHLORIDE,0,0.42,8/1/2001,80
HEROIN HYDROCHLORIDE,0,0.32,8/1/2001,75
HEROIN HYDROCHLORIDE,0,0.54,8/1/2001,95
HEROIN HYDROCHLORIDE,0,0.51,8/1/2001,150
HEROIN HYDROCHLORIDE,0,0.39,8/1/2001,150
HEROIN HYDROCHLORIDE,0,0.39,8/1/2001,150
HEROIN HYDROCHLORIDE,0,0.26,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.17,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.15,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.36,8/1/2001,90
HEROIN HYDROCHLORIDE,0,0.28,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.55,8/1/2001,100
COCAINE HYDROCHLORIDE,0,3.5,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1.2,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.97,8/1/2001,90
HEROIN HYDROCHLORIDE,0,0.41,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.27,8/1/2001,100
HEROIN HYDROCHLORIDE,0,2,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.55,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.42,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.66,8/1/2001,100
HEROIN HYDROCHLORIDE,0,2.3,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1,8/1/2001,80
HEROIN HYDROCHLORIDE,0,0.69,8/1/2001,70
HEROIN HYDROCHLORIDE,0,1,8/1/2001,50
HEROIN HYDROCHLORIDE,0,0.87,8/1/2001,50
HEROIN HYDROCHLORIDE,0,0.79,8/1/2001,40
HEROIN HYDROCHLORIDE,0,0.25,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.16,8/1/2001,100
MANNITOL,14.1,0.36,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.07,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.07,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.69,8/1/2001,60
HEROIN HYDROCHLORIDE,0,0.28,8/1/2001,30
HEROIN HYDROCHLORIDE,0,0.21,8/1/2001,40
HEROIN HYDROCHLORIDE,0,0.34,8/1/2001,80
HEROIN HYDROCHLORIDE,0,0.22,8/1/2001,100
HEROIN,0,0.55,8/1/2001,100
HEROIN HYDROCHLORIDE,0,0.64,8/1/2001,100
HEROIN HYDROCHLORIDE,0,1.2,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.97,8/1/2001,0
HEROIN HYDROCHLORIDE,0,0.27,8/1/2001,0
"HEROIN, SALT UNDETERMINED",0,0.21,8/1/2001,80
QUININE,0,0.69,8/1/2001,80
HEROIN HYDROCHLORIDE,0,1,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.92,8/1/2001,
HEROIN HYDROCHLORIDE,0,1,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.83,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,27,214.9,8/1/2001,
HEROIN HYDROCHLORIDE,0,1,8/1/2001,0
HEROIN HYDROCHLORIDE,0,1,8/1/2001,0
HEROIN HYDROCHLORIDE,89,96.1,8/1/2001,8000
HEROIN HYDROCHLORIDE,85,31.9,8/1/2001,
"AMPHETAMINE, SALT UNDETERMINED",3,409.6,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,33,2246,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.98,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.98,8/1/2001,
HEROIN HYDROCHLORIDE,0,2.8,8/1/2001,0
HEROIN HYDROCHLORIDE,0,4.3,8/1/2001,0
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,
HEROIN HYDROCHLORIDE,53,71.7,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,9.5,1242,8/1/2001,
DEXTROMETHAMPHETAMINE HYDROCHLORIDE,82,9043,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.95,8/1/2001,
HEROIN HYDROCHLORIDE,22,13.7,8/1/2001,
HEROIN HYDROCHLORIDE,79,502.2,8/1/2001,
HEROIN HYDROCHLORIDE,85,2734,8/1/2001,
HEROIN HYDROCHLORIDE,0,1.68,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.99,8/1/2001,
HEROIN HYDROCHLORIDE,0,1,8/1/2001,
HEROIN HYDROCHLORIDE,0,2.47,8/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,
HEROIN HYDROCHLORIDE,0,1.1,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.95,8/1/2001,
HEROIN HYDROCHLORIDE,0,0.93,8/1/2001,
