DRUG_NAME,POTENCY,NET_WEIGHT,DATE_COLLECTED,PURCHASE_PRICE
HEROIN HYDROCHLORIDE,0,1.114,4/1/1991,0
HEROIN HYDROCHLORIDE,0,0.69,5/1/1991,200
HEROIN HYDROCHLORIDE,0,0.71,5/1/1991,200
HEROIN HYDROCHLORIDE,0,0.5,5/1/1991,150
HEROIN HYDROCHLORIDE,0,0.6,5/1/1991,100
HEROIN HYDROCHLORIDE,0,1.3,5/1/1991,120
HEROIN HYDROCHLORIDE,0,0.67,5/1/1991,120
HEROIN HYDROCHLORIDE,0,1.59,5/1/1991,120
HEROIN HYDROCHLORIDE,0,0.97,5/1/1991,120
HEROIN HYDROCHLORIDE,0,0.57,5/1/1991,200
HEROIN HYDROCHLORIDE,0,1.1,5/1/1991,
HEROIN HYDROCHLORIDE,0,0.95,5/1/1991,100
HEROIN HYDROCHLORIDE,0,0.75,5/1/1991,180
HEROIN HYDROCHLORIDE,0,1.117,8/1/1991,
HEROIN HYDROCHLORIDE,0,1.007,8/1/1991,
HEROIN HYDROCHLORIDE,0,1.027,8/1/1991,0
HEROIN,0,0.904,10/1/1991,
HEROIN HYDROCHLORIDE,0,0.958,10/1/1991,
HEROIN HYDROCHLORIDE,0,1.067,11/1/1991,
HEROIN HYDROCHLORIDE,0,0.985,1/1/1992,
HEROIN HYDROCHLORIDE,0,1.071,2/1/1992,0
HEROIN HYDROCHLORIDE,0,0.836,2/1/1992,0
HEROIN HYDROCHLORIDE,0,1.86,3/1/1992,0
HEROIN HYDROCHLORIDE,0,0.822,3/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,3/1/1992,
HEROIN CITRATE,0,1.043,3/1/1992,
HEROIN,0,0.999,4/1/1992,
HEROIN HYDROCHLORIDE,0,0.784,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.001,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.053,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.199,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.003,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.016,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.028,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.02,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.001,4/1/1992,
HEROIN HYDROCHLORIDE,0,1.002,4/1/1992,
HEROIN HYDROCHLORIDE,0,0.994,5/1/1992,
HEROIN HYDROCHLORIDE,0,1,5/1/1992,
HEROIN HYDROCHLORIDE,0,0.992,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.04,5/1/1992,
HEROIN HYDROCHLORIDE,0,1,5/1/1992,
HEROIN CITRATE,0,0.996,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.005,5/1/1992,
HEROIN,0,1.016,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.033,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.282,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.043,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.002,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.434,5/1/1992,
HEROIN HYDROCHLORIDE,0,1,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.213,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.205,5/1/1992,
HEROIN HYDROCHLORIDE,0,0.939,5/1/1992,
HEROIN HYDROCHLORIDE,0,0.924,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.064,5/1/1992,
HEROIN HYDROCHLORIDE,0,1.143,6/1/1992,
HEROIN HYDROCHLORIDE,0,2.162,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.24,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.98,6/1/1992,
6-MONOACETYLMORPHINE,0,1.925,6/1/1992,0
HEROIN HYDROCHLORIDE,0,0.949,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.496,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.958,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.707,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.063,6/1/1992,
HEROIN,0,0.998,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.017,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.985,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.033,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.07,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.995,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.012,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.982,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.965,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.989,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.163,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.336,6/1/1992,
HEROIN HYDROCHLORIDE,0,1,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.033,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.952,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.001,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.103,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.99,6/1/1992,
HEROIN HYDROCHLORIDE,0,0.991,6/1/1992,0
HEROIN HYDROCHLORIDE,0,1,6/1/1992,
HEROIN HYDROCHLORIDE,0,3.099,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.084,6/1/1992,
HEROIN HYDROCHLORIDE,0,1,6/1/1992,
HEROIN HYDROCHLORIDE,0,1.011,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.065,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.531,7/1/1992,0
HEROIN HYDROCHLORIDE,0,2.55,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.552,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.3,7/1/1992,0
HEROIN HYDROCHLORIDE,0,1.296,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.724,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.5,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.154,7/1/1992,
HEROIN HYDROCHLORIDE,0,1,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.184,7/1/1992,
HEROIN HYDROCHLORIDE,0,1,7/1/1992,
HEROIN HYDROCHLORIDE,0,5.4,7/1/1992,
HEROIN,0,1.994,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.997,7/1/1992,0
HEROIN HYDROCHLORIDE,0,1.018,7/1/1992,0
HEROIN CITRATE,0,1.023,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.993,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.001,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.845,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.099,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.024,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.049,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.076,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.058,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.023,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.116,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.67,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.275,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.008,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.021,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.012,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.034,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.022,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.082,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.02,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.05,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.003,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.996,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.091,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.019,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.996,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.063,7/1/1992,
HEROIN HYDROCHLORIDE,0,2.079,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.011,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.998,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.023,7/1/1992,
NO ANALYSIS,0,1.028,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.074,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.142,7/1/1992,
HEROIN HYDROCHLORIDE,0,2.516,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.039,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.976,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.274,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.956,7/1/1992,
HEROIN HYDROCHLORIDE,0,1.426,7/1/1992,
HEROIN HYDROCHLORIDE,0,0.938,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.076,8/1/1992,60
HEROIN HYDROCHLORIDE,0,0.814,8/1/1992,260
HEROIN HYDROCHLORIDE,0,1,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1.023,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1.074,8/1/1992,
HEROIN HYDROCHLORIDE,0,1,8/1/1992,
HEROIN HYDROCHLORIDE,0,1,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.03,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.038,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.018,8/1/1992,
HEROIN HYDROCHLORIDE,0,1,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.992,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.998,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.001,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.044,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.988,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.044,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.107,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.987,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.812,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1.04,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.969,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.3,8/1/1992,0
HEROIN HYDROCHLORIDE,0,0.928,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1.09,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.137,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.383,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.067,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.043,8/1/1992,0
HEROIN HYDROCHLORIDE,0,1.5,8/1/1992,0
HEROIN,0,4.941,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.242,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.062,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.031,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.005,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.044,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.06,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.031,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.604,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.56,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.075,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.002,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.027,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.018,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.982,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.005,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.114,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.994,8/1/1992,0
HEROIN HYDROCHLORIDE,0,0.981,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.989,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.037,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.342,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.169,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.975,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.993,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.028,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.096,8/1/1992,
HEROIN,0,1.006,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.049,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.675,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.994,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.997,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.158,8/1/1992,
HEROIN HYDROCHLORIDE,0,0.965,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.228,8/1/1992,
HEROIN HYDROCHLORIDE,0,1.017,9/1/1992,
HEROIN HYDROCHLORIDE,0,2.033,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.02,9/1/1992,
HEROIN HYDROCHLORIDE,0,2.016,9/1/1992,0
HEROIN HYDROCHLORIDE,0,0.987,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.105,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.069,9/1/1992,0
HEROIN HYDROCHLORIDE,0,0.973,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.014,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.027,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.8,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.64,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.032,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.991,9/1/1992,
HEROIN HYDROCHLORIDE,0,1,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.087,9/1/1992,
HEROIN HYDROCHLORIDE,0,1,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.931,9/1/1992,
HEROIN HYDROCHLORIDE,0,1,9/1/1992,0
HEROIN HYDROCHLORIDE,0,0.983,9/1/1992,0
HEROIN,0,0.994,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.197,9/1/1992,
HEROIN HYDROCHLORIDE,0,1,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.216,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.5,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.033,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.976,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.016,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.034,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.007,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.008,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.039,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.998,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.087,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.058,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.279,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.1,9/1/1992,
HEROIN,0,1.021,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.073,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.987,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.594,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.995,9/1/1992,0
HEROIN HYDROCHLORIDE,0,0.972,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.954,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.671,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.966,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.027,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.038,9/1/1992,0
HEROIN HYDROCHLORIDE,0,1.005,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.079,9/1/1992,
HEROIN,0,0.989,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.07,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.112,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.104,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.998,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.715,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.046,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.971,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.354,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.029,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.974,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.988,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.027,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.976,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.005,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.024,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.023,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.999,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.991,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.002,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.025,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.016,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.933,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.989,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.008,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.988,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.052,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.961,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.05,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.064,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.988,9/1/1992,
HEROIN,0,1.128,9/1/1992,
HEROIN HYDROCHLORIDE,0,1,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.01,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.999,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.024,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.948,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.011,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.228,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.016,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.009,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.044,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.302,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.037,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.68,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.592,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.374,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.361,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.453,9/1/1992,100
HEROIN HYDROCHLORIDE,0,1.142,9/1/1992,
HEROIN HYDROCHLORIDE,0,0.909,9/1/1992,
HEROIN HYDROCHLORIDE,0,1.3,9/1/1992,150
HEROIN HYDROCHLORIDE,0,0.31,9/1/1992,120
HEROIN HYDROCHLORIDE,0,0.396,9/1/1992,150
HEROIN HYDROCHLORIDE,0,1.236,9/1/1992,180
HEROIN HYDROCHLORIDE,0,1.076,9/1/1992,200
HEROIN HYDROCHLORIDE,0,1.059,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.459,9/1/1992,80
HEROIN HYDROCHLORIDE,0,1.239,9/1/1992,100
"FLOUR, WHEAT",0,2.52,9/1/1992,150
SODIUM BICARBONATE,0,0.622,9/1/1992,130
QUININE HYDROCHLORIDE,0,0.179,9/1/1992,80
HEROIN HYDROCHLORIDE,0,0.324,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.318,9/1/1992,50
NON-CONTROLLED NON-NARCOTIC DRUG,0,0.248,9/1/1992,50
SODIUM BICARBONATE,0,0.608,9/1/1992,100
"FLOUR, WHEAT",0,0.656,9/1/1992,50
HEROIN HYDROCHLORIDE,0,0.032,9/1/1992,20
HEROIN HYDROCHLORIDE,0,0.129,9/1/1992,60
HEROIN HYDROCHLORIDE,0,0.109,9/1/1992,50
HEROIN HYDROCHLORIDE,0,0.24,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.635,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.688,9/1/1992,140
HEROIN HYDROCHLORIDE,0,0.605,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.25,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.427,9/1/1992,50
HEROIN HYDROCHLORIDE,0,0.344,9/1/1992,150
HEROIN HYDROCHLORIDE,0,0.282,9/1/1992,150
MORPHINE HYDROCHLORIDE,0,1.592,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.41,9/1/1992,140
HEROIN HYDROCHLORIDE,0,0.882,9/1/1992,110
HEROIN HYDROCHLORIDE,0,1.746,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.156,9/1/1992,50
"PLANT MATERIAL, OTHER",0,0.248,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.812,9/1/1992,360
HEROIN HYDROCHLORIDE,0,0.307,9/1/1992,55
CELLULOSE,0,0.313,9/1/1992,120
HEROIN HYDROCHLORIDE,0,0.082,9/1/1992,75
QUININE HYDROCHLORIDE,0,0.24,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.174,9/1/1992,150
HEROIN HYDROCHLORIDE,0,0.401,9/1/1992,150
HEROIN HYDROCHLORIDE,0,0.669,9/1/1992,110
HEROIN HYDROCHLORIDE,0,0.696,9/1/1992,120
HEROIN HYDROCHLORIDE,0,2.793,9/1/1992,120
HEROIN HYDROCHLORIDE,0,0.296,9/1/1992,120
HEROIN HYDROCHLORIDE,0,0.885,9/1/1992,120
HEROIN HYDROCHLORIDE,0,0.04,9/1/1992,50
HEROIN HYDROCHLORIDE,0,0.357,9/1/1992,50
HEROIN HYDROCHLORIDE,0,0.589,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.491,9/1/1992,200
HEROIN HYDROCHLORIDE,0,0.422,9/1/1992,200
QUININE HYDROCHLORIDE,0,0.506,9/1/1992,100
QUININE HYDROCHLORIDE,0,0.552,9/1/1992,100
HEROIN HYDROCHLORIDE,0,0.98,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.055,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.994,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.025,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.019,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.022,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.01,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.973,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.257,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.159,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.041,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.932,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.132,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.994,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.944,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.038,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.027,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.814,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.89,10/1/1992,
HEROIN,0,1.406,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.492,10/1/1992,0
HEROIN HYDROCHLORIDE,0,1.563,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.517,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.01,10/1/1992,0
HEROIN HYDROCHLORIDE,0,0.994,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.177,10/1/1992,0
HEROIN HYDROCHLORIDE,0,1,10/1/1992,0
HEROIN HYDROCHLORIDE,0,1.45,10/1/1992,0
HEROIN HYDROCHLORIDE,0,1.52,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.054,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.017,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.075,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.014,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.003,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.998,10/1/1992,
HEROIN,0,1.049,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.052,10/1/1992,0
HEROIN HYDROCHLORIDE,0,0.987,10/1/1992,0
HEROIN HYDROCHLORIDE,0,0.972,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.988,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.109,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.073,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.015,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.847,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.094,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.042,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.032,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.986,10/1/1992,
HEROIN HYDROCHLORIDE,0,1,10/1/1992,0
HEROIN HYDROCHLORIDE,0,1.01,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.991,10/1/1992,
HEROIN,0,1.04,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.13,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.014,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.12,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.968,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.959,10/1/1992,
HEROIN,0,2.238,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.981,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.009,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.073,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.034,10/1/1992,
LOOKED FOR-BELIEVED NOT PRESENT,0,0.971,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.996,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.022,10/1/1992,
HEROIN,0,1.017,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.034,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.004,10/1/1992,
HEROIN HYDROCHLORIDE,0,0.901,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.085,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.01,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.008,10/1/1992,
HEROIN HYDROCHLORIDE,0,2,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.005,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.021,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.003,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.1,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.026,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.01,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.057,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.003,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.037,10/1/1992,
HEROIN HYDROCHLORIDE,0,1.004,11/1/1992,
HEROIN HYDROCHLORIDE,0,0.859,11/1/1992,
