,ID,NUM_SALES,ENTERED,EXITED
423,429,1112,16393,16666
424,430,2420,16219,16673
425,431,5282,16301,16677
426,432,338,16359,16499
427,433,4024,16333,16679
428,434,1718,16084,16362
429,435,837,16171,16640
430,436,2444,16108,16679
431,437,756,16129,16657
432,438,97,16521,16639
433,439,327,16400,16633
434,440,629,16177,16659
435,441,186,16455,16646
436,442,10465,16314,16680
437,443,1412,16084,16594
438,444,404,16277,16429
439,445,651,16077,16657
440,446,185,16361,16555
441,447,6017,16277,16679
442,449,992,16212,16681
443,450,4,16212,16236
444,451,549,16228,16502
445,452,91,16414,16456
446,453,1290,16129,16669
447,454,338,16380,16651
448,455,4589,16136,16672
449,456,216,16301,16658
450,457,40,16419,16609
451,458,187,16284,16416
452,459,850,16277,16646
453,460,444,16119,16604
454,461,700,16101,16669
455,462,1309,16129,16675
456,463,4454,16129,16681
457,464,527,16407,16657
458,465,6932,16124,16661
459,466,877,16366,16491
460,467,893,16079,16296
461,468,3008,16379,16665
462,469,1476,16091,16668
463,470,30,16182,16669
464,471,108,16423,16616
465,472,3536,16211,16672
466,473,152,16566,16677
467,474,119,16570,16680
468,475,1305,16226,16679
469,476,157,16180,16676
470,477,750,16212,16669
471,478,45,16654,16677
472,479,3886,16211,16672
473,480,881,16124,16279
474,481,521,16200,16671
475,482,256,16593,16673
476,483,4,16616,16640
477,484,489,16129,16632
478,485,1949,16274,16670
479,486,2341,16434,16679
480,488,1577,16175,16593
481,489,3076,16130,16665
482,491,461,16129,16673
483,492,163,16401,16514
484,493,25,16148,16219
485,494,3086,16178,16676
486,495,4865,16129,16676
487,496,153,16427,16668
488,497,2616,16215,16669
489,498,908,16129,16665
490,499,1190,16084,16659
491,500,634,16135,16597
492,501,4618,16372,16670
493,502,63,16556,16647
494,503,257,16135,16464
495,504,385,16513,16678
496,505,1274,16365,16671
497,507,2800,16274,16670
498,508,1892,16093,16679
499,509,20,16130,16228
500,510,141,16356,16535
501,511,400,16337,16509
502,512,1838,16226,16676
503,513,608,16317,16664
504,515,2205,16445,16675
505,516,25,16192,16241
506,517,2872,16342,16650
507,518,2610,16091,16618
508,519,327,16152,16536
509,520,1702,16465,16674
510,521,65,16448,16652
511,522,647,16394,16674
512,523,75,16395,16568
513,524,44,16558,16597
514,525,603,16091,16659
515,526,496,16229,16647
516,527,809,16404,16683
517,528,1154,16086,16652
518,529,2114,16101,16670
519,531,856,16373,16590
520,532,899,16136,16674
521,533,47,16572,16623
522,534,8,16129,16130
523,536,737,16301,16673
524,537,1142,16365,16618
525,538,372,16251,16662
526,540,10152,16217,16672
527,541,438,16486,16674
528,542,390,16107,16667
529,543,2518,16129,16490
530,544,3273,16301,16475
531,545,311,16460,16641
532,546,581,16424,16671
533,547,42,16251,16406
534,548,102,16616,16655
535,549,1664,16137,16664
536,550,1460,16366,16538
537,551,878,16501,16679
538,552,164,16375,16434
539,553,578,16412,16666
540,554,219,16433,16491
541,555,2870,16129,16674
542,556,238,16274,16657
543,557,12,16327,16360
544,558,1028,16367,16485
545,559,1146,16455,16672
546,560,509,16592,16671
547,561,1563,16091,16670
548,562,1923,16171,16668
549,563,44,16435,16617
550,564,3574,16277,16674
551,565,5164,16301,16674
552,566,9058,16211,16646
553,567,6459,16449,16675
554,568,2310,16102,16670
555,569,513,16507,16679
556,570,16,16379,16587
557,571,14,16516,16658
558,572,1914,16353,16670
559,574,505,16532,16665
560,575,1032,16392,16671
561,576,5,16106,16133
562,577,237,16179,16669
563,578,472,16231,16644
564,579,30,16171,16214
565,580,6,16482,16599
566,581,3,16560,16562
567,582,524,16235,16658
568,583,81,16525,16667
569,584,6090,16140,16676
570,585,336,16171,16666
571,586,853,16349,16587
572,587,68,16489,16667
573,588,859,16211,16674
574,589,86,16123,16221
575,590,152,16293,16555
576,591,14,16637,16658
577,592,3142,16171,16655
578,593,504,16091,16665
579,594,5612,16129,16679
580,595,489,16130,16369
581,596,144,16333,16581
582,597,3133,16129,16679
583,598,1312,16333,16551
584,599,4384,16312,16664
585,600,152,16347,16500
586,601,4315,16142,16675
587,602,614,16220,16676
588,603,5749,16189,16679
589,604,5475,16129,16625
590,605,1890,16129,16674
591,606,273,16274,16659
592,607,3136,16206,16660
593,608,155,16178,16650
594,609,4118,16171,16680
595,610,115,16379,16494
596,611,367,16591,16659
597,612,1838,16134,16668
598,613,119,16506,16625
599,614,1227,16171,16660
600,615,284,16129,16280
601,616,3349,16129,16666
602,617,312,16129,16513
603,618,1204,16277,16680
604,619,3052,16076,16673
605,620,205,16226,16613
606,621,108,16534,16661
607,622,2726,16178,16484
608,623,12224,16189,16677
609,624,18,16637,16646
610,625,12789,16171,16670
611,627,11,16279,16343
612,628,8329,16140,16674
613,629,532,16362,16622
614,630,23,16301,16333
615,631,14713,16133,16672
616,632,2528,16179,16628
617,633,111,16129,16508
618,634,1490,16101,16658
619,635,1526,16100,16667
620,636,41,16644,16678
621,637,1818,16110,16324
622,638,892,16413,16674
623,639,7459,16129,16675
624,640,1576,16213,16674
625,641,1630,16381,16670
626,642,1215,16129,16553
627,643,2526,16160,16666
628,644,19259,16076,16677
629,645,5229,16101,16675
630,646,4345,16219,16674
631,647,383,16149,16674
632,648,4,16293,16296
633,649,1058,16301,16672
634,650,1586,16510,16678
635,651,404,16430,16653
636,652,2374,16129,16661
637,654,190,16514,16666
638,655,1898,16129,16583
639,656,926,16468,16681
640,657,116,16171,16237
641,658,1419,16401,16674
642,659,2538,16129,16670
643,660,11966,16129,16679
644,661,4581,16129,16665
645,662,10,16277,16313
646,663,1480,16189,16676
647,664,790,16129,16672
648,665,12,16583,16609
649,666,2,16608,16610
650,667,4194,16171,16674
651,668,420,16436,16562
652,669,2510,16076,16679
653,670,117,16200,16671
654,671,567,16253,16675
655,672,3460,16084,16676
656,673,117,16206,16422
657,674,477,16176,16630
658,675,807,16245,16673
659,676,305,16130,16434
660,677,3095,16393,16678
661,678,693,16387,16486
662,679,462,16245,16652
663,680,77,16583,16614
664,681,1926,16237,16678
665,682,5055,16101,16675
666,683,2945,16124,16658
667,684,640,16454,16652
668,685,2010,16091,16673
669,686,10,16215,16271
670,687,465,16356,16676
671,688,55,16401,16477
672,689,89,16132,16515
673,690,797,16413,16632
674,691,408,16084,16417
675,692,4611,16211,16673
676,693,618,16275,16648
677,694,191,16475,16550
678,695,34,16191,16551
679,696,6717,16101,16675
680,697,1161,16333,16679
681,698,1057,16219,16678
682,699,115,16456,16667
683,700,130,16459,16548
684,701,62,16096,16206
685,702,2774,16267,16646
686,703,283,16277,16666
687,704,4852,16172,16638
688,705,543,16302,16652
689,706,1694,16091,16671
690,707,6832,16171,16677
691,708,24,16628,16671
692,709,8,16205,16214
693,710,1208,16084,16659
694,711,105,16492,16665
695,712,287,16134,16655
696,713,200,16129,16538
697,714,31,16622,16673
698,715,527,16129,16413
699,716,377,16387,16672
700,717,231,16333,16526
701,718,25,16465,16610
702,719,332,16401,16567
703,720,72,16563,16659
704,721,14725,16285,16665
705,722,1176,16528,16672
706,723,14,16354,16418
707,724,1771,16129,16267
708,725,1989,16399,16672
709,726,782,16211,16455
710,727,21,16574,16679
711,728,350,16246,16470
712,729,1999,16233,16672
713,730,1602,16208,16672
714,731,178,16394,16459
715,732,1117,16206,16477
716,733,186,16134,16476
717,734,543,16129,16362
718,735,336,16371,16649
719,736,469,16411,16634
720,737,431,16178,16677
721,738,581,16570,16669
722,739,1092,16420,16658
723,740,2325,16101,16595
724,741,320,16161,16675
725,742,1645,16101,16669
726,743,2660,16200,16676
727,744,1095,16171,16681
728,745,2102,16402,16671
729,746,1636,16171,16384
730,747,1052,16129,16562
731,748,789,16282,16565
732,749,294,16398,16446
733,750,1285,16189,16570
734,751,799,16401,16658
735,752,79,16595,16665
736,753,2702,16129,16672
737,754,501,16085,16669
738,755,246,16146,16673
739,756,205,16367,16663
740,757,1106,16301,16653
741,758,1637,16386,16522
742,759,1074,16189,16661
743,760,145,16317,16660
744,761,241,16243,16500
745,762,67,16340,16393
746,763,553,16566,16670
747,764,3809,16084,16665
748,765,4435,16274,16671
749,766,1497,16595,16673
750,767,5,16639,16653
751,768,2345,16219,16680
752,769,87,16345,16666
753,770,1998,16401,16669
754,771,141,16439,16493
755,772,357,16077,16564
756,773,383,16245,16387
757,774,2509,16129,16680
758,775,89,16211,16260
759,776,3430,16237,16675
760,777,1268,16344,16584
761,778,1589,16118,16499
762,779,617,16301,16661
763,780,16,16356,16394
764,781,2695,16091,16643
765,782,576,16340,16650
766,783,843,16212,16668
767,784,358,16521,16675
768,785,371,16333,16583
769,786,3709,16140,16677
770,787,2174,16392,16679
771,788,6163,16371,16680
772,789,2161,16178,16670
773,790,12958,16240,16565
774,791,5205,16077,16671
775,792,216,16129,16432
776,793,49,16457,16651
777,794,1954,16091,16679
778,795,225,16171,16401
779,796,2603,16094,16681
780,797,436,16542,16654
781,798,85,16131,16647
782,799,444,16446,16674
783,800,144,16182,16670
784,801,299,16506,16675
785,802,17,16521,16535
786,803,420,16219,16653
787,804,58,16420,16434
788,805,6424,16202,16673
789,806,2105,16211,16662
790,807,915,16175,16591
791,808,40,16288,16391
792,809,1782,16190,16674
793,810,649,16193,16466
794,811,6115,16129,16678
795,812,2222,16210,16672
796,813,79,16140,16214
797,814,7593,16123,16606
798,815,115,16162,16589
799,816,911,16094,16674
800,817,565,16525,16673
801,819,171,16130,16221
802,820,1409,16138,16581
803,821,2427,16085,16670
804,822,669,16212,16641
805,823,1722,16392,16584
806,824,837,16301,16664
807,825,24,16397,16680
808,826,1533,16274,16681
809,827,35,16308,16437
810,828,604,16563,16674
811,829,671,16335,16673
812,830,9,16647,16648
813,831,1128,16211,16667
814,832,671,16469,16636
815,834,1507,16427,16674
816,835,1,16200,16200
817,837,394,16484,16624
818,838,1410,16274,16584
819,839,3525,16084,16675
820,840,407,16548,16646
821,841,413,16092,16674
822,842,21,16338,16449
823,843,15,16631,16675
824,844,694,16596,16679
825,845,18,16546,16566
826,846,228,16351,16670
827,847,216,16578,16669
828,848,17,16496,16620
829,849,871,16205,16669
830,850,102,16183,16467
831,851,151,16175,16342
832,852,283,16544,16680
833,854,5588,16129,16678
834,855,641,16395,16672
835,857,161,16389,16652
836,858,185,16314,16471
837,859,484,16129,16214
838,860,156,16323,16413
839,861,5,16637,16643
840,862,59,16618,16670
841,863,11,16220,16232
842,864,3,16321,16322
843,865,2926,16385,16677
844,866,82,16605,16612
845,867,629,16420,16528
846,868,345,16344,16671
847,869,414,16144,16673
848,871,62,16261,16392
849,872,858,16129,16243
850,873,394,16497,16654
851,874,539,16358,16460
852,875,762,16134,16480
853,876,281,16258,16681
854,877,17,16108,16211
855,878,2966,16160,16678
856,879,61,16121,16429
857,880,4151,16137,16674
858,881,95,16379,16625
859,882,141,16404,16672
860,883,258,16457,16673
861,884,625,16646,16679
862,885,150,16461,16537
863,886,1101,16401,16678
864,887,942,16192,16652
865,888,34,16635,16669
866,889,937,16596,16678
867,890,1531,16520,16675
868,891,1288,16348,16593
869,892,75,16369,16392
870,893,571,16283,16621
871,894,7,16448,16460
872,895,51,16204,16662
873,896,109,16194,16681
874,898,306,16120,16659
875,899,575,16186,16435
876,900,41,16502,16622
877,901,29,16337,16674
878,902,1129,16077,16661
879,903,1410,16443,16679
880,904,185,16188,16657
881,905,2633,16282,16676
882,906,898,16211,16538
883,907,946,16129,16364
884,908,5912,16129,16679
885,909,631,16566,16678
886,910,55,16395,16478
887,911,460,16415,16514
888,912,615,16492,16678
889,913,637,16354,16508
890,914,722,16521,16670
891,915,407,16301,16625
892,916,1165,16495,16660
893,917,201,16207,16441
894,918,74,16561,16659
895,919,725,16290,16654
896,920,177,16101,16610
897,921,276,16077,16669
898,922,38,16135,16452
899,923,472,16080,16479
900,924,2687,16189,16681
901,925,448,16484,16672
902,926,814,16152,16611
903,927,33,16561,16593
904,928,640,16555,16607
905,929,711,16219,16671
906,930,260,16101,16667
907,931,766,16277,16647
908,932,7,16210,16310
909,933,11,16125,16645
910,934,38,16492,16663
911,935,2583,16129,16674
912,936,708,16274,16677
913,937,44,16101,16212
914,938,715,16441,16672
915,939,44,16640,16673
916,940,102,16545,16620
917,941,101,16219,16435
918,942,389,16359,16503
919,943,50,16397,16413
920,944,852,16263,16670
921,945,386,16339,16612
922,946,1286,16211,16554
923,947,2583,16129,16676
924,948,67,16602,16669
925,949,91,16177,16240
926,950,568,16134,16667
927,951,3,16371,16381
928,952,109,16221,16661
929,953,56,16470,16510
930,954,3532,16129,16674
931,955,2236,16117,16668
932,956,408,16138,16539
933,957,408,16582,16676
934,958,1896,16415,16627
935,959,974,16282,16641
936,960,648,16359,16634
937,961,668,16316,16684
938,962,2035,16367,16537
939,963,1221,16214,16674
940,964,4234,16076,16680
941,965,3836,16171,16673
942,966,112,16309,16381
943,967,112,16136,16231
944,968,9045,16129,16670
945,970,1696,16103,16677
946,971,1670,16134,16660
947,972,1717,16178,16679
948,973,12248,16076,16671
949,975,1205,16340,16654
950,976,456,16129,16601
951,977,674,16394,16651
952,978,161,16618,16674
953,979,32,16134,16166
954,980,114,16129,16673
955,981,1719,16215,16673
956,982,1394,16084,16660
957,983,43,16301,16373
958,984,2044,16134,16656
959,985,83,16216,16677
960,986,510,16334,16616
961,987,735,16277,16673
962,988,52,16213,16586
963,989,10902,16108,16682
964,990,407,16467,16671
965,991,773,16129,16343
966,992,197,16084,16269
967,993,309,16350,16492
968,994,17,16492,16512
969,995,17,16200,16262
970,996,45,16219,16448
971,997,5935,16171,16650
972,998,1059,16211,16677
973,999,992,16285,16674
974,1000,1039,16092,16675
975,1001,4861,16130,16656
976,1002,634,16424,16497
977,1004,32,16537,16587
978,1005,57,16480,16515
979,1006,750,16395,16676
980,1007,666,16219,16665
981,1008,1252,16129,16671
982,1009,201,16303,16396
983,1010,3353,16134,16672
984,1011,322,16339,16673
985,1012,111,16301,16602
986,1013,61,16627,16666
987,1014,3828,16085,16678
988,1015,249,16213,16338
989,1016,3475,16303,16647
990,1018,165,16402,16612
991,1019,1310,16129,16674
992,1020,106,16652,16674
993,1021,1774,16094,16675
994,1022,1538,16340,16674
995,1023,6,16129,16132
996,1025,406,16091,16635
997,1026,253,16338,16372
998,1027,633,16282,16672
999,1028,378,16557,16676
1000,1029,28,16629,16670
1001,1030,1161,16274,16678
1002,1031,2,16387,16388
1003,1032,285,16397,16461
1004,1033,1027,16282,16671
1005,1035,896,16340,16675
1006,1036,235,16535,16638
1007,1037,1073,16110,16240
1008,1038,477,16190,16284
1009,1039,76,16421,16444
1010,1040,32,16532,16591
1011,1041,1987,16211,16679
1012,1042,6,16381,16407
1013,1043,652,16610,16674
1014,1044,3734,16129,16670
1015,1045,70,16341,16427
1016,1046,1469,16315,16508
1017,1047,56,16462,16649
1018,1048,3976,16084,16674
1019,1049,1788,16282,16657
1020,1050,42,16367,16386
1021,1051,181,16277,16442
1022,1053,2353,16222,16672
1023,1054,593,16341,16537
1024,1055,348,16446,16535
1025,1056,1025,16463,16669
1026,1057,1128,16340,16666
1027,1058,7231,16150,16664
1028,1059,266,16392,16481
1029,1060,585,16430,16676
1030,1061,194,16108,16648
1031,1062,774,16211,16446
1032,1063,286,16240,16663
1033,1064,1391,16129,16673
1034,1065,1243,16171,16532
1035,1066,83,16129,16592
1036,1067,353,16093,16670
1037,1068,126,16598,16654
1038,1069,111,16379,16660
1039,1070,195,16160,16277
1040,1071,264,16616,16676
1041,1072,701,16211,16667
1042,1073,28,16185,16222
1043,1074,56,16617,16653
1044,1075,247,16131,16393
1045,1076,962,16302,16666
1046,1077,1891,16390,16679
1047,1078,301,16356,16466
1048,1079,356,16491,16652
1049,1080,81,16129,16666
1050,1081,961,16413,16676
1051,1082,26,16570,16595
1052,1083,211,16277,16577
1053,1084,2,16498,16499
1054,1085,1209,16171,16423
1055,1086,50,16178,16309
1056,1087,1969,16274,16681
1057,1088,407,16547,16670
1058,1089,200,16211,16482
1059,1090,336,16506,16670
1060,1091,195,16458,16482
1061,1092,135,16394,16597
1062,1093,456,16227,16490
1063,1094,60,16605,16631
1064,1095,10317,16384,16673
1065,1096,58,16091,16102
1066,1097,83,16104,16527
1067,1098,336,16129,16382
1068,1099,527,16438,16671
1069,1100,1181,16217,16673
1070,1101,31,16563,16576
1071,1102,180,16121,16540
1072,1103,33,16283,16312
1073,1104,986,16464,16655
1074,1105,3021,16405,16679
1075,1106,10569,16124,16670
1076,1107,73,16296,16489
1077,1108,36,16219,16401
1078,1109,39,16540,16669
1079,1110,420,16369,16535
1080,1111,19,16419,16576
1081,1112,40,16465,16674
1082,1113,35,16602,16676
1083,1114,243,16180,16679
1084,1115,183,16211,16383
1085,1116,1650,16544,16680
1086,1117,574,16532,16673
1087,1118,21,16367,16396
1088,1119,972,16563,16674
1089,1120,422,16384,16487
1090,1121,5,16299,16407
1091,1122,364,16131,16591
1092,1123,498,16571,16679
1093,1124,1111,16394,16490
1094,1125,420,16101,16391
1095,1126,296,16101,16613
1096,1127,622,16602,16675
1097,1128,2,16669,16670
1098,1129,13,16484,16569
1099,1130,631,16078,16660
1100,1131,3705,16171,16673
1101,1132,465,16172,16486
1102,1133,1,16135,16135
1103,1134,4596,16091,16678
1104,1135,7327,16171,16670
1105,1136,265,16316,16470
1106,1137,3906,16134,16670
